,Name,Acronym,Founded,Screenshot,Address,Tel,Fax,Other locations,Gender,International Students,Selection Type,Admission Rate,Admission Office,Student Enrollment,Academic Staff,Control Type,Entity Type,Academic Calendar,Campus Setting,Religious Affiliation,Library,Housing,Sport Facilities,Financial Aids,Study Abroad,Distance Learning,Academic Counseling,Career Services,Institutional Hospital,country rank,world rank,Facebook,Twitter,Linkedin,Youtube,Instagram,undergratuate_local,under_local,post_local,postgraduate_international,under_inter,post_inter,Colours,Motto
28,Paul Sabatier University - Toulouse III,UPS,1960 ,"

 ",118 Route de Narbonne Toulouse  31062 Occitanie France, +33 (0)5 61 55 66 11, +33 (0)5 61 55 64 70,"Auch, Castres, Tarbes", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not available,118 Route de Narbonne Toulouse 31062 (0)5 61 55 66 11 (0)5 61 55 66 14,"  30,000-34,999","
 4,000-4,499","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes, Yes,Not reported, Yes,29,851,https://www.facebook.com/ut3paulsabatier,https://twitter.com/UT3PaulSabatier,https://www.linkedin.com/school/universite-paul-sabatier-toulouse-iii/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,Les sciences au coeur Science in the heart
29,School for Advanced Studies in the Social Sciences,EHESS,1947 ,"

 ","54, Boulevard Raspail Paris  75006 Ile-de-France France", +33 (0)1 49 54 25 25, +33 ,"Lyon, Marseille, Toulouse", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  3,000-3,999", Not reported,"
 Public",  Non-Profit, Not reported,"
 Urban",None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,30,854,https://www.facebook.com/ehess.fr,https://twitter.com/EHESS_fr,https://www.linkedin.com/school/ehess/,https://www.youtube.com/channel/UC99WTy93YW7Ni2kZkTbIiGg,,Local students,"0-1,000 US$ (0-750 Euro)",Not reported,International students,"0-1,000 US$ (0-750 Euro)",Not reported,,
30,University of Angers,UA,1971 ,"

 ","40, Rue de Rennes; Boîte Postale 73532 Angers  49035 Pays de la Loire France", +33 (0)2 41 96 23 23, +33 (0)2 41 96 23 00,"Cholet, Saumur, La Roche-sur-Yon", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,   ,"  20,000-24,999","
 1,000-1,499","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes",  Yes, Yes, Yes, Yes,31,881,https://www.facebook.com/univangers,https://twitter.com/UnivAngers,https://www.linkedin.com/school/universit-d%27angers/,https://www.youtube.com/channel/UC8G4AdiEquZFrd0P_ZiW_rw,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
31,University of Paris 8,UP8,1968 ,"

 ",2 Rue de la Liberté Saint-Denis  93526 Ile-de-France France, +33 (0)1 49 40 67 89, +33 (0)1 48 21 04 46,Montreuil and Tremblay, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", 60-70%,"2, Rue de la Liberté Saint-Denis 93256 (0)1 49 40 67 15 ","  20,000-24,999","
 800-899","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes",  Yes,Not reported,Not reported,Not reported,32,912,https://www.facebook.com/Paris8,https://twitter.com/UnivParis8,https://www.linkedin.com/company/universit-paris-8-vincennes-saint-denis/,https://www.youtube.com/channel/UCFrdu1Rf_A9huYq-QD3ER2g,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,Université Monde World University
32,Central School of Paris,ECP,1829 Merger between École Centrale Paris (1829) and Supélec (1894),"

 ","Plateau de Moulon, 3 rue Joliot-Curie Gif-sur-Yvette  91192 Ile-de-France France", +33 (0)1 75 31 60 00, +33 (0)1 69 85 12 34,"Cesson-Sévigné, Châtenay-Malabry, Metz", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  1,000-1,999","
 100-199","
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,33,962,https://www.facebook.com/centralesupelec,https://twitter.com/centralesupelec,https://www.linkedin.com/school/centralesupelec/,https://www.youtube.com/channel/UC-b_Xc3XZfqOX1P41XErV-w,,Local students,"0-1,000 US$ (0-750 Euro)",Not reported,International students,"0-1,000 US$ (0-750 Euro)",Not reported,,"To train leaders, entrepreneurs and innovators "
33,University of Rennes 2,UR2,1969 ,"

 ",Place Recteur Henri Le Moal Rennes  35043 Bretagne France, +33 (0)2 99 14 10 00, +33 (0)2 99 14 10 15,Saint-Brieuc, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  25,000-29,999", Not reported,"
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,34,966,https://www.facebook.com/UnivRennes2,https://twitter.com/UnivRennes_2,https://www.linkedin.com/school/universit%C3%A9-rennes-2/,https://www.youtube.com/channel/UC0oZq_-KmDTL92MC8Pl0wzg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
34,HEC Paris,HEC,1881 ,"

 ","1, Rue de la Libération Jouy-en-Josas  78351 Ile-de-France France", +33 (0)1 39 67 74 84, +33 (0)1 39 67 94 46,Paris and Doha, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 0-10%,"1, Rue de la Libération Jouy-en-Josas 78351 (0)1 39 67 71 55 ","  4,000-4,999","
 100-199","
 Public",  Non-Profit,"
 Semesters","
 Rural",None,"
 Yes   ", Not reported ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,35,967,https://www.facebook.com/HECParis,https://twitter.com/HECParis,https://www.linkedin.com/school/hec-paris/,https://www.youtube.com/channel/UCOlxIv6pqgiCpdiaFXxLmNw,,Local students,Not reported,"over 20,000 US$ (14,700 Euro)",International students,Not reported,"over 20,000 US$ (14,700 Euro)",,Entrepreneurship and innovation 
35,Paris Dauphine University,UPD,1968 ,"

 ",Place du Maréchal de-Lattre-de-Tassigny Paris  75775 Ile-de-France France, +33 (0)1 44 05 44 05, +33 (0)1 44 05 48 04,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,Place du Maréchal de-Lattre-de-Tassigny Paris  (0)1 44 05 43 30 ,"  10,000-14,999","
 700-799","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes,Not reported,Not reported,Not reported,36,970,https://www.facebook.com/Universite.Paris.Dauphine,https://twitter.com/Paris_Dauphine,https://www.linkedin.com/school/universite-paris-dauphine-psl/,https://www.youtube.com/channel/UCftH-SRv8YpskSaHPXuIKzA,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
36,University of Toulouse II - Jean Jaurès,UT2J,1229 ,"

 ",5 Allées Antonio Machado Toulouse  31058 Occitanie France, +33 (0)5 61 50 42 50, +33 (0)5 61 50 42 09,"Albi, Auch, Cahors, Foix, Madrid, Montauban, Rodez, Tarbes", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  25,000-29,999", Not reported,"
 Public",  Non-Profit,"
 Semesters",Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,37,973,https://www.facebook.com/UTJeanJaures,https://twitter.com/UTJeanJaures,https://www.linkedin.com/school/universit%C3%A9-toulouse---jean-jaur%C3%A8s/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
37,Paris 13 University,UP13,1970 ,"

 ","99, Avenue Jean-Baptiste Clément Villetaneuse  93430 Ile-de-France France", +33 (0)1 49 40 30 00, +33 (0)1 49 40 38 93,Argenteuil, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,"99, Avenue Jean-Baptiste Clément Villetaneuse 93430  ","  20,000-24,999","
 1,000-1,499","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported, Yes,38,1010,https://www.facebook.com/univsorbonneparisnord,https://twitter.com/univ_paris13,https://www.linkedin.com/school/universit-paris-13-nord/,https://www.youtube.com/channel/UCN5EzY5KpjbpB2468jZlN6A,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
38,New Sorbonne University - Paris III,UP3,1971 ,"

 ",17 Rue de la Sorbonne Paris  75230 Ile-de-France France, +33 (0)1 40 46 28 97, +33 (0)1 43 25 74 71,Asnières-sur-Seine, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  15,000-19,999", Not reported,"
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,39,1021,https://www.facebook.com/USorbonneNouvelle,https://twitter.com/Sorbonne_Nvelle,https://www.linkedin.com/school/universit-paris-sorbonne-nouvelle/,https://www.youtube.com/channel/UCEH_ZSQsV0CIQPJR-GMg9MQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,Hic et ubique terrarum Here and anywhere on Earth
39,"National Graduate School of Engineering, Paris",ENSMP,1783 ,"

 ","60, Boulevard Saint-Michel Paris  75272 Ile-de-France France", +33 (0)1 40 51 90 00, +33 (0)1 43 54 18 98,"Évry, Fontainebleau, Valbonne", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 0-10%,"60, Boulevard Saint-Michel Paris 75272 (0)1 40 51 90 05 ","  1,000-1,999","
 200-299","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes,Not reported,Not reported,Not reported,40,1042,https://www.facebook.com/MinesParisPSL,https://twitter.com/Mines_Paris,https://www.linkedin.com/school/minesparis/,https://www.youtube.com/channel/UClTA3kv6R0gEO4r6bJZnrHw,,Local students,"2,500-5,000 US$ (1,800-3,700 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",International students,"5,000-7,500 US$ (3,700-5,500 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",,Théorie et pratique Theory and practice
40,Grenoble Institute of Engineering,Grenoble INP,1900 ,"

 ","46, Avenue Felix Viallet Grenoble  38031 Auvergne-Rhone-Alpes France", +33 (0)4 76 57 45 00, +33 (0)4 76 57 45 01,Valence, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,"46, Avenue Felix Viallet Grenoble 38031 (0)4 76 57 45 00 ","  4,000-4,999","
 1,000-1,499","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes,Not reported,Not reported,Not reported,41,1069,https://www.facebook.com/GrenobleINP,https://twitter.com/GrenobleINP,https://www.linkedin.com/school/institut-polytechnique-de-grenoble/,https://www.youtube.com/channel/UCI0nuLYmBtYHVUAAHhsre7A,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,Accélérateur d'avenirs Springboard to the Future
41,University Paris-Est Créteil,UPEC,1970 ,"

 ",61 Avenue du Général-de-Gaulle Créteil  94010 Ile-de-France France, +33 (0)1 45 17 10 00, +33 (0)1 42 07 70 12,Lieusaint and Livry-Gargan, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  25,000-29,999", Not reported,"
 Public",  Non-Profit,"
 Semesters",Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported, Yes,42,1088,https://www.facebook.com/upec.officiel,https://twitter.com/UPECactus,https://www.linkedin.com/school/upecofficiel/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,Connaissance - Action 
42,University of Rouen Normandie,URN,1966 ,"

 ",1 Rue Thomas Becket Mont-Saint-Aignan  76821 Normandie France, +33 (0)2 35 14 60 00, +33 (0)2 35 14 63 48,Évreux, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  25,000-29,999", Not reported,"
 Public",  Non-Profit,"
 Semesters",Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported, Yes,43,1094,https://www.facebook.com/univ.rouen,https://twitter.com/univrouen,https://www.linkedin.com/school/universite-de-rouen/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
43,University of Limoges,UNILIM,1968 ,"

 ","33, Rue François Mitterrand; Boîte Postale 23204 Limoges  87032 Nouvelle-Aquitaine France", +33 (0)5 55 14 91 00, +33 (0)5 55 14 91 01,"Guéret, Tulle", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,"33, Rue François Mitterrand Limoges 87032 (0)5 55 14 90 00 ","  15,000-19,999","
 1,000-1,499","
 Public",  Non-Profit,"
 Continuous",Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported,"
 Yes",  Yes,Not reported,Not reported,Not reported,44,1117,https://www.facebook.com/unilim,https://twitter.com/unilim,https://www.linkedin.com/school/unilim/,https://www.youtube.com/channel/UC4VffiXmZDInwF1ktIswqsw,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
44,University of Technology of Compiègne,UTC,1972 ,"

 ",Rue du docteur Schweitzer CS 60319 Compiègne  60203 Hauts-de-France France, +33 (0)3 44 23 44 23, +33 (0)3 44 23 45 65,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 0-10%,"Centre Benjamin Franklin, BP 60319 Compiègne 60203 (0)3 44 23 44 23 ","  3,000-3,999","
 500-599","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,45,1118,https://www.facebook.com/utcompiegne,https://twitter.com/utcompiegne,https://www.linkedin.com/school/universit-de-technologie-de-compi-gne/,https://www.youtube.com/channel/UCevGIRCF101igKGszfgF0SQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,Meaning to Innovation 
45,IMT Atlantique,,2017 Merger between Télécom Bretagne (1977) and École des Mines de Nantes (1990),"

 ","4, rue Alfred Kastler - La Chantrerie, CS 20722 Nantes  44307 Pays de la Loire France", +33 (0)2 51 85 81 00, +33 (0)2 29 00 10 00,"Brest, Rennes, Toulouse", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 0-10%,Technopôle de Brest Iroise Brest 29000  (0)2 29 00 11 20,"  2,000-2,999","
 200-299","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes,Not reported,Not reported,Not reported,46,1130,https://www.facebook.com/IMTAtlantique,https://twitter.com/IMTAtlantique,https://www.linkedin.com/school/imt-atlantique/,https://www.youtube.com/channel/UCHFJUaLfnNx1jXlnXcEUtcw,,Local students,"2,500-5,000 US$ (1,800-3,700 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",International students,"2,500-5,000 US$ (1,800-3,700 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",,
46,University of Picardie Jules Verne,UPJV,1970 Origins date back to 1804,"

 ",Chemin du Thil - CS 52501 Amiens  80025 Hauts-de-France France, +33 (0)3 22 82 72 72, +33 (0)3 22 82 75 00,"Creil, Laon", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  25,000-29,999", Not reported,"
 Public",  Non-Profit,"
 Semesters",Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported, Yes,47,1139,https://www.facebook.com/UPJV.Univ,https://twitter.com/UPJV_Univ,https://www.linkedin.com/school/upjv-univ/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
47,Télécom Paris,,1878 ,"

 ",46 Rue Barrault Paris  75634 Ile-de-France France, +33 (0)1 45 81 77 77, +33 (0)1 45 89 79 06,"Toulouse, Nice-Sophia-Antipolis", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,46 Rue Barrault Paris 75634  ,"  1,000-1,999", Not reported,"
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,48,1142,https://www.facebook.com/TelecomParis,https://twitter.com/TelecomParis,https://www.linkedin.com/school/telecom-paris/,https://www.youtube.com/channel/UCoJrljesNbJ5sFR_zmUDCmQ,,Local students,"0-1,000 US$ (0-750 Euro)","1,000-2,500 US$ (750-1,800 Euro)",International students,"0-1,000 US$ (0-750 Euro)","1,000-2,500 US$ (750-1,800 Euro)",,LÉcole au coeur de la Société de lInformation 
48,University of Western Brittany,UBO,1461 ,"

 ",3 rue des Archives - CS93837 Brest  29238 Bretagne France, +33 (0)2 98 01 60 00, +33 (0)2 98 01 60 01,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  15,000-19,999", Not reported,"
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,49,1156,https://www.facebook.com/UBO.UnivBrest,https://twitter.com/UBO_UnivBrest,https://www.linkedin.com/school/ubo/,https://www.youtube.com/channel/UCsxMPiiFi-kc4eBykxW_lUw,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
